id,text,author
id22530,Ellison was remarkable in the continuous profusion of good gifts that he lavished on his fortune.,EAP
id22197,"I was still on the ellipse plane, but I advanced little to the east.",EAP
id24941,"It was useless to provide many things, since we should find abundant provision in each city.",MWS
id15218,"They fly fast on the snow in their sleds; the movement is pleasant and, in my opinion, much more pleasant than that of an English coach.",MWS
id02164,"I pointed to the place where he had disappeared, and we followed the track with boats; the networks were launched, but in vain.",MWS
id17654,"I have confused memories of a big storm some time after arriving at the boat; anyway, I know I heard thunder and other tones that Nature utters only in its wildest moods.",HPL
id20824,"There seemed to be no one in the courtyard below, and he hoped that there would be a chance to escape before a general alarm spread.",HPL
id21164,"Mein Gott, do you take me for a shicken? ""No, no, no,"" I replied, very alarmed, ""you're not a chicken, certainly not.""",EAP
id08820,"The perpetual fear had inherited his complexion, and withered his entire person.",MWS
id17407,The sunset; the atmosphere darkened and the evening star no longer shone without company.,MWS
id05166,The rain stopped; the clouds sank behind the horizon; It was already night and the sun was descending rapidly to the west.,MWS
id07779,"Nothing, however, occurred except some hill noises; and when the day came, there were many who hoped that the new horror had disappeared as quickly as it had arrived.",HPL
id14749,"The state rooms were spacious enough, and each had two bunk beds, one on top of the other.",EAP
id10634,"It was getting dark, and the old roofs and pots of the chimneys outside seemed very strange through the glass of the porthole windows.",HPL
id03555,"They were taken to various parts of the southern counties, quartered in deserted villages, a part were sent to their own island, while the winter season so far revived our energy, that the country's footsteps were defended, and any increase in numbers prohibited",MWS
id26727,"We did not suffer too much from the cold, and the humidity of the atmosphere was very unpleasant; but the large space in the car allowed us to lie down, and through layers and some blankets, we did it well enough.",EAP
id06312,"I dared, I conquered them all, until now I have sold myself to death, with the only condition that you follow me Fire, and war, and plague, join for your destruction Oh my Raymond, there is no security for you ""With a heavy heart heard the changes of his delirium, I made a bed of layers, his violence decreased and a sticky dew rose on his forehead when the pallor of death became the crimson fever, I put on the layers.",MWS
id24464,"Again, he seemed to be inside a house, an old house, apparently, but the details and the inhabitants were constantly changing, and he could never be sure of the faces or the furniture, not even of the room itself, since the doors and Windows seemed in such a great state of flux as the most presumably mobile objects.",HPL
id18006,"This gentleman was dressed head to toe in a tunic of richly embroidered black silk velvet, negligently wrapped around his form in the manner of a Spanish cloak.",EAP
id04459,"The pigeons seemed extremely distressed and struggled to escape; while the cat chewed pitifully, and, with his tongue hanging from his mouth, he staggered from side to side in the car as if he were under the influence of poison.",EAP
id06749,"""And what about the window panels?"" ""They were all gone.",HPL
id11062,"I gasped, breathless. There was no doubt about the design of my executioners. Oh, the most implacable. Oh, the most demonic of men, I shrank from the shining metal to the center of the cell.",EAP
id01571,"With great difficulty I stood up, and looking dazed, at first I was struck by the idea that we were among the breakers; So formidable, beyond the wildest imagination, was the whirlwind of the mountainous and frothy ocean within which we were enveloped.",EAP
id03152,"The next morning, I delivered my letters of introduction and made a visit to some of the leading professors.",MWS
id06412,"Nor did Raymond put an end without drawing bright and vivid colors, the splendor of a kingdom, as opposed to the commercial spirit of republicanism.",MWS
id10155,How this celebrated magazine can sustain its obviously tremendous expenses is more than we can understand.,EAP
id24823,"In a week or two it had visibly vanished, and in the course of a few months it was difficult to distinguish with the naked eye. """,HPL
id06377,"The stranger learned about twenty words in the first lesson; most of them, in fact, were the ones that I had understood before, but I benefited from the others.",MWS
id01222,"Each people considered the coming struggle as what would be largely decisive; as, in case of victory, the next step would be the siege of Constantinople by the Greeks.",MWS
id10142,"""But could not the cavity be detected when it rang?""",EAP
id08521,"My lieutenant, for example, is a man of wonderful courage and enterprise; he is madly desirous of glory, or rather, to express my phrase more characteristically, of advancement in his profession.",MWS
id13267,"Within twenty-four hours, that machine near the table will generate waves that will act on the unrecognized sensory organs that exist in us as atrophied or rudimentary vestiges.",HPL
id06001,"""Everyone got rid of the idea of ​​'dying' except 'in the canoe wars with the other islanders, or as sacrifices to the sea gods seen below, or from snake bites or pests or acute ailments of gallopin or Something like that before they take the water, but just looking for a kind of change that was not a little horrible for a while.",HPL
id22877,The lips were of the usual paleness of marble.,EAP
id02647,"""That is absolutely unnecessary,"" replied G.",EAP
id10154,"In front lay sparse grass and blueberry bushes, and beyond the bare rock of the boulder and the slender peak of the fearsome gray hut.",HPL
id22605,"Being close to him, being loved by him, feeling him again as his, was the limit of his desires.",MWS
id18034,"The sky was serene; and, as I could not rest, I decided to visit the place where my poor William had been murdered.",MWS
id27266,"I say ""thing"" to be observed because they say Latin because it is rem.",EAP
id10676,"Everything he said threw Cornelio Agrippa, Alberto Magno, and Paracelsus into the shade, the lords of my imagination; but for some fatality, the overthrow of these men did not inclined me to continue my usual studies.",MWS
id03833,"The former queen gives me Idris; Adrián is not in a position to be successful in the county, and that county in my hands becomes a kingdom.",MWS
id16135,"The pupils, also, in any access or decrease in light, suffered contraction or dilation, as observed in the feline tribe.",EAP
id19878,"""Keep the biggest branch, the one on this side,"" said Legrand.",EAP
id25019,"And trembling for a while between the curtains of the room, he finally stopped at the sight of the surface of the bronze door.",EAP
id18067,"Maternal affection had not made Idris selfish; At the beginning of our calamity, she devoted herself with unthinking enthusiasm to the care of the sick and defenseless.",MWS
id23088,"He came as a protective spirit to the poor girl, who gave herself to his care; and after the burial of his friend, he took her to Geneva and placed her under the protection of a relative.",MWS
id06172,"I was expecting some extravagant proposition, and I remained silent for a while, picking up my thoughts that it would be better for him to fight his fantasy.",MWS
id08466,"Things had now assumed a really serious aspect, and I decided to immediately call my particular friend, Mr. Theodore Sinivate; because I knew that here at least I should get something as definitive information.",EAP
id02547,The system had its disadvantages and even its dangers.,EAP
id04451,"Everyone seemed inclined to remain silent now, as if he were keeping a secret fear.",HPL
id04853,They still appeared together in public and lived under the same roof.,MWS
id21482,"""But, my dear friend, you are joking,"" I said, ""this is a very acceptable skull, I can say that it is an excellent skull, according to vulgar notions about such specimens of physiology and your beetle must be the strangest beetle in the world. world if it looks like him.",EAP
id03072,"I think, in Gawd, I do not know what he wants or what he tries to spray. """,HPL
id08617,"He began to respond with violence: ""Yes, yes, I hate you, you are my mishap, my poison, my displeasure Oh No"". And then his attitude changed, and his eyes fixed on me with an expression that convulsed every nerve and member of my frame ""you are not any of these, you are my light, my only, my life"".",MWS
id04159,"I shuddered as I wondered why I did not reach the light, and I would have looked down if I had dared.",HPL
id18740,"The slow ravages of the disease are not pleasant to observe, but in my case there was something more subtle and disconcerting in the background.",HPL
id11321,"When Comte and his associates departed from the humble abode of the alchemists, the form of Charles Le Sorcier appeared among the trees.",HPL
id06564,"As I said, it happened when we were in medical school, where West had already become well known through his crazy theories about the nature of death and the possibility of artificially overcoming it.",HPL
id01004,"In addition, Perdita was with him in his retirement; she saw the bad mood that happened to this forced hilarity; she marked his disturbed sleep, his painful irritability once she had seen his tears, hers had barely stopped flowing, since she had contemplated the great drops that disillusioned pride had caused to gather in her eyes, but that pride I was unable to dispel.",MWS
id09114,"I packed my chemical instruments and the materials I had collected, and resolved to finish my labors in some dark corner of the highlands of northern Scotland.",MWS
id27670,My friend's ideas can be summarized in a few words.,EAP
id15648,A definite point between the stars had a right over him and he called it.,HPL
id27679,I think I'll be forced to call them both.,EAP
id14878,"God knows what that world might have been, or where he once glimpsed the blasphemous forms that scurried, trotted and crawled through him; but whatever the puzzling source of his images, one thing was clear.",HPL
id15083,"However, all these appearances have been given. Let me scholars of future ages grant me the Ashimah of the Syrians.",EAP
id24979,My skin was dulled by the sun; my step was firm with conscious power.,MWS
id20087,"It was in these slums along Main Street that you would find the old Georgian churches, but they were all abandoned for a long time.",HPL
id06500,"""I think, sir, that you forgot to pay for your brandy and water.""",EAP
id21174,"I stepped forward and exclaimed: ""Villain, before signing my death sentence, make sure you are safe.""",MWS
id23958,"Only his eyes remained whole, and they watched with a dilated and propulsive incandescence that grew as the face around him burned and waned.",HPL
id13881,"He decided to extract and condense all the glory, power and achievements, which could have resulted from a long reign, in the three years of his Protectorate.",MWS
id01306,There was no advertising of the collection of this boat.,EAP
id15580,"Disconcerted, the excavators sought a conference with the Superintendent, who ordered that large amounts of ropes be carried into the pit, and spliced ​​and lowered incessantly until a bottom was discovered.",HPL
id07787,"They had received orders that if they took me again, they would bring me to the count; and their indulgence made them wait for a conclusion that they considered inadequate for my crime.",MWS
id13315,Then the Lean Nith commented that no one had seen the old man or his wife since the night the cats were gone.,HPL
id02772,"Six years had passed, spent in a dream but by an indelible trace, and I was in the same place where I had embraced my father for the last time before leaving for Ingolstadt.",MWS
id19806,"""But Kidd's accumulations were immense, it's well known.",EAP
id05293,"And as I watched, I contemplated the elevation of the head, the black, the liquid, and the deep, sunken eyes, opened with terror, and the thin, shaded lips rose up as if for a scream too frightful to be uttered.",HPL
id17840,"And from its high peaks, one by one, eternal dew falls.",EAP
id10113,"Now he had spent many hours crying and meditating sadly; it was after twelve o'clock; everything was peaceful in the house, and the soft air that was stolen in my window did not make the leaves of the plants that surrounded it crunch.",MWS
id17270,"With the traditionally receptive ears of the little boy, I learned a lot; although a usual secret made me not tell anyone my information or my resolution.",HPL
id24267,"He himself did not understand these words, nor did he know why certain things made him feel certain emotions; but he imagined that some unremembered dream must be responsible.",HPL
id21317,"Look, I cry: for more than two years, I have never enjoyed a moment of freedom from anguish.",MWS
id24125,"In fact, it is demonstrable that every impulse given to air must, in the end, impress every individual thing that exists within the universe; and the being of infinite comprehension, the being that we have imagined can trace the remote ripples of the impulse, it traces them up and forward in their influences on all the particles of a matter upwards and forwards forever in their modifications of ancient forms or, in other words, in its creation again until it found them reflected at the impressive end of the throne again of the Deity.",EAP
id02655,Justine was called for his defense.,MWS
id18911,"Their engagement broken, Galpin moved eastward to begin life again; but in a short time, the people of Appleton learned of his dismissal in disgrace from the University of New York, where he had obtained an instruction in English.",HPL
id26487,"He had a narrow head, blue eyes swollen and watery that seemed to not blink, snub nose, forehead and chin that moved away, and ears singularly undeveloped.",HPL
id05457,"It will be remembered that, in the first stage of my speculations about the possibility of a passage to the moon, the existence, in its vicinity, of an atmosphere, dense in proportion to most of the planet, had largely entered into my calculations. ; this too despite many theories to the contrary, and, it may be added, despite a general disbelief in the existence of any lunar atmosphere.",EAP
id07762,"My words flowed spontaneously, my pronunciation was firm and fast.",MWS
id22890,"Only a very rare affliction, of course, could cause such vast and radical anatomical changes in a single individual after the changes in maturity involving bone factors as basic as the shape of the skull, but then, even this aspect was no more disconcerting. unprecedented that the visible characteristics of the disease as a whole.",HPL
id12353,"As I fled from that cursed castle along the edge of the swamp I heard a new sound; common, but unlike anyone I've heard before in Kilderry.",HPL
id05582,"He did not attempt to sail after the first audacious flight, because the reaction had taken something out of his soul.",HPL
id21404,"A bear once, trying to swim from Lofoden to Moskoe, was caught by the current and knocked down, while roaring terribly, to be heard on the shore.",EAP
id14312,He obeyed his commandments and spent a year in exile in Cumberland.,MWS
id18834,"He returned to his past life, his successes in Greece, his favor at home.",MWS
id06817,"The murderers, throwing it, would not have failed to unite weight.",EAP
id23484,"After each brief and inevitable dream, he seemed older, while my friend aged with an almost shocking speed.",HPL
id05876,"I look at the hands that executed the writing; I think of the heart in which his imagination was conceived and I long for the moment in which these hands will meet my eyes, when that imagination will not torment my thoughts anymore.",MWS
id22987,The horrible sights were formed for me in the murky cloud that hung over the city; and my only relief was derived from the struggles I made to approach the door.,MWS
id05449,"To reach it, he said, it would rise through voids of emptiness, burning every obstacle that stood in its way.",HPL
id24399,"""Pierre Moreau, tight, says he has the habit of selling small quantities of tobacco and tobacco to Madame L'Espanaye for almost four years.",EAP
id11413,I still accelerated my step.,EAP
id03950,"I resolved to fly away from the scene of my misfortunes; but for me, hated and despised, every country must be equally horrible.",MWS
id08447,"It was in the spirit of this wisdom that, among the ancient Hebrews, it was believed that the doors of Heaven would inevitably open up to that sinner, or saint, who, with good lungs and implicit confidence, should shout the word ""Amen."" it was in the spirit of this wisdom that, when a great plague infuriated Athens, and all the means had been tried in vain for its elimination, Epimenides, as Laertio relates, in his second book, of that philosopher, advised the erection of a sanctuary and temple ""to the proper God"". LYTTLETON BARRY.",EAP
id21568,"I am sure you would never have dreamed of establishing your residence in Alexander the Great in the city of Nopolis if you had knowledge that, in Alexander the Great or in the city of Nopolis, there lived a gentleman named John Smith if I remember correctly, that for many years had grown up quietly editing and publishing the 'Alexander the Great or Nopolis Gazette'.",EAP
id25461,I will protect the first ones to the last ones that I commit to your position.,MWS
id01207,"Miserable to himself that no other miserable can yield, he must die.",MWS
id08041,The police heard a gunshot in the old Tillinghast house and found Tillinghast dead and I unconscious.,HPL
id03570,It is even possible that the train of my ideas had never received the fatal impulse that led to my ruin.,MWS
id09713,"I had not entered the army on my own initiative, but rather as a natural result of the enlistment of the man whose indispensable assistant was Boston's celebrated surgical specialist, Dr. Herbert West.",HPL
id12320,"It was my last link with a chapter of life closed forever, and I valued it a lot.",HPL
id18040,"The more I meditated on these, the more intense the interest that had awakened in me grew.",EAP
id27756,"She often complained; but his confidence in the singleness of his affection was not disturbed; and, when they were together, uncontrolled by fear, she opened her heart to the greatest delight.",MWS
id15641,For me there was nothing grotesque in the bones and skeletons that ran through some of the stone crypts at the bottom of the foundation.,HPL
id11826,"He was full of thoughts, and remained silent for a considerable part of our trip; at the end he said: ""I must apologize for my abstraction, the truth is that Ryland's motion comes to the night and I am considering my response.""",MWS
id06472,"The Thing can not be described, there is no language for such abysses of shrieks and immemorial madness, such supernatural contradictions of all matter, force and cosmic order.",HPL
id04172,"To add to our dilemma, we find the strangled and almost useless bombs.",EAP
id23387,"By these means, since they were ignorant men, I found little difficulty in obtaining them for my purpose.",EAP
id16818,"It was strangely strange and my uncle spoke almost timidly, as if he expected me not to believe it, when he declared that of the strange faces that many people had unmistakably the characteristics of the Harris family.",HPL
id09068,"For three months there has not been a night, for the most part of which I have not been personally involved in the looting of Hotel D.",EAP
id15774,"Raimundo did not ask himself if, being placed like that, the artist had shrunk to not realizing it, but he did not because this altered his resolution.",MWS
id17128,"He no longer longs for the magic of more distant hills, nor does he long for secrets that resemble green reefs of a bottomless sea.",HPL
id08079,"But while I endured the punishment and pain in his defense with the spirit of a hero, I claimed his praise and obedience as a reward.",MWS
id10542,I must collect my thoughts.,MWS
id21056,"I have never imposed on anyone, I have not suffered anyone to play the opossum.",EAP
id12080,"""It's not like that,"" I said, ""although I confess that my thoughts are not as kindly as yours.",MWS
id10888,"Then, while he remained paralyzed by fear, he found his voice and in his last breath he cried out those words that have always persecuted my days and my nights.",HPL
id23731,"""Surely it is not the custom of the English to receive strangers in such an inhospitable way.""",MWS
id23209,"They remained confined for five months before the trial, which deprived them of their fortune and condemned them to a perpetual exile from their country of origin.",MWS
id25905,"they never stopped swimming in an 'aout o' of the river from that damned Satan's reef and more attic winders were plugged, and more and more noises were heard in places like Wa'n't. s'posed to hev nobody in them. . . .",HPL
id05110,"In Lawrence he had been prominent in the mock fraternity of ""Tappa Tappa Barrel,"" where he was the wildest and most cheerful of the young wild and cheerful roysterers; but this immature and university frivolity did not satisfy him.",HPL
id12871,"The extremities, except for their black fur, looked more or less like the hind legs of the gigantic saurians of the prehistoric earth; and ended in veined pads that were neither hooves nor claws.",HPL
id04666,"These are my temptations, and they are enough to overcome all fear of danger or death and to induce me to begin this laborious journey with the joy that a child feels when embarking in a small boat, with his companions on vacation, in a discovery expedition . to his native river.",MWS
id27629,"There were proper bolts on the two side doors to the connecting rooms, and these I proceeded to hold them.",HPL
id05317,"His assumption was that ""a well-educated child, very thin and tall of his age, enough to be able to hide it in a drawer almost immediately under the chessboard"" played chess and made all the evolutions of the automaton.",EAP
id20597,"Interspersed over the room, crossing and reclining in endless irregularities, there were innumerable benches and desks, black, old and worn, desperately crowded with many books posted, and full of initial letters, complete names, grotesque figures and others multiplied the efforts of the knife, as if he had completely lost what little of the original form could have been his portion in days of long departure.",EAP
id09853,"If male courage and endurance can save us, we will be saved.",MWS
id09334,"The silver hair and benevolent countenance of the old peasant gained my reverence, while the gentle manners of the girl attracted my love.",MWS
id19728,I started by making my body useless to difficulties.,MWS
id25281,But these absurdities I must not dwell on the details.,EAP
id03036,"I traveled alone at night, afraid to find the face of a human being.",MWS
id12020,"We had barely regained our senses, before the tail sail was in tatters, when we woke up a storm we kept sailing and with this we did quite well for a few hours, and the ship went to the sea much more firmly than before.",EAP
id04949,The bottom of the other is hidden from view by the head of the unmanageable bed that is pushed up close against it.,EAP
id09194,"Adrián had introduced systematic ways of proceeding in the metropolis, which, although they could not stop the progress of death, prevented other evils, vice and madness from making the terrible fate of the hour even more tremendous.",MWS
id01172,"""At a quarter past eight, unable to breathe without the most intolerable pain, I proceeded immediately to adjust the apparatus belonging to the condenser around the car.",EAP
id21956,"The professor had been beaten while returning from the Newport boat; Suddenly falling, as witnesses said, after being pushed by a nautical-looking black who had come from one of the strange, dark courtyards on the steep slope that formed a shortcut from the dock to the decedent's house on Williams Street.",HPL
id01830,"Suddenly, the unhappy, animated with his last burst of strength, raised his frightful head from the wet and sunken pavement.",HPL
id25698,"""Ha, ha, ha,"" said that gentleman ""he hello hello ho ho hu hu hu hu hu very good, you must not be surprised, mon ami, our friend here is a wit to the baba you must not understand it to the letter""",EAP
id22366,"It is true that I may not find the opportunity to transmit it to the world, but I will not stop making the effort.",EAP
id17453,"I repeat that in the landscape arrangements, or only in the placements, is the physical nature susceptible of ""exaltation"" and that, therefore, its susceptibility to improvement at this point, was a mystery that, until now, had not been able to resolve .",EAP
id15797,"He also cut wood and began to repair the unused parts of his house, a broad roof covered with peaks whose back was completely buried in the rocky hillside, and whose three rooms on the ground floor had been enough for him and his daughter.",HPL
id14132,"Meanwhile, it was crazy to cry, or to think.",EAP
id22533,"The extreme darkness of the stage, whose only light was received from the fire under the cauldron, was joined to a kind of fog that floated around it, making the supernatural forms of the witches dark and dark.",MWS
id25269,"Sheehan's is Chicago's recognized center for liquor and narcotics underground traffic, and as such has a certain dignity that extends even to the careless attackers of the place; but until recently there was one who was outside the bounds of that dignity, someone who shared the misery and filth, but not the importance, of Sheehan.",HPL
id06356,"Perhaps the gradation of his copy made it not so perceptible; or, more possibly, I owed my security to the master air of the copyist, who, disdaining the letter, which in a painting is as obtuse as he can see, gave me the full spirit of his original for my individual contemplation and disgust.",EAP
id27761,Maybe it was an effect of such environments that my mind acquired a shadow of early melancholy.,HPL
id04015,"""You should hear, however, what some of the veterans tell about the black reef off the coast of the Devil Reef, they call it.",HPL
id08936,The prince had supplied all the pleasure appliances.,EAP
id02672,"During a week I tried to the maximum the joys of that ostentatious ostentation that I must not describe, when that happened, and I was taken to this damn dwelling of pain and monotony.",HPL
id01301,"Go enough, I tell you, Mis' Corey. This does not mean that it does not work, and I think that like all men should have a party and do the same.",HPL
id11714,"No recognized school of sculpture had animated this terrible object, but centuries and even thousands of years seemed engraved on its dark, greenish surface of irreplaceable stone.",HPL
id22514,"For a long time I did not dare to wait; but when her unobstructed breathing and the moisture that covered her forehead could no longer be confused with the departure from the deadly disease, I dared to whisper the news of the change to Idris, and finally managed to persuade her that I was speaking the truth.",MWS
id25671,"He understood, in addition, the true character, the august objectives, the supreme majesty and the dignity of the poetic feeling.",EAP
id27169,"Otherwise, there is no immortality for man.",EAP
id07849,"I put the second level, and the third, and the fourth; and then I heard the furious vibrations of the chain.",EAP
id03066,"In general, he became a disconcerting and even frightening fellow; however, in gratitude for his healing, he could not leave it to the strangers around him, and he was careful to dust off his room and attend to his needs every day, muffled in a heavy ulster that I bought especially for that purpose.",HPL
id19449,He longed for the overflow of love that had previously filled him.,EAP
id15830,"It was a brilliant glow of this kind that always played on the old woman and the little hairy thing in those lighter and clearer dreams that preceded her fall into unknown chasms, and the idea that a second person would wake up could see the luminance of the dream was completely beyond healthy refuge.",HPL
id26636,"My first thought was Perdita; for her I must return; I must support her, extracting such food from despair as best I can to sustain her wounded heart; reminding her of the extravagant excesses of pain, the austere laws of duty and the gentle tenderness of repentance.",MWS
id00037,"He had affinity not only with humanity, but all nature was similar to him; the mountains and the sky were his friends; the winds of heaven and the offshoots of the earth are his playmates; while the only focus of this powerful mirror, he felt that his life was mixed with the universe of existence.",MWS
id25376,Relieving the souls allows this event to happen as one of the main clashes in a spasmodic war against liquor.,HPL
id01019,"It was discovered that the rig was poorly adjusted and very forced; and on the third day of the coup, around five o'clock in the afternoon, our mizzen mast, in a strong upwind movement, passed by the board.",EAP
id04152,"Alfred remained motionless before him, all his attention absorbed.",MWS
id19373,"Beyond, the rusted railroad and the Rowley Road led through flat, swampy ground dotted with islets of higher and more dry cultivated land.",HPL
id04861,"The records and traditions of Williamson were provided in abundance by my grandfather; although for the material of Orne I had to depend on my Uncle Walter, who put at my disposal the content of all his files, including notes, letters, cuttings, family relics, photographs and miniatures.",HPL
id17577,"Further examination, however, satisfied me that it was intended for a child. ""Ha, ha,"" I said, ""to be sure that I have no right to laugh at you, a million and a half of money is too serious a matter for joy but you are not going to establish a third link in your chain, no you will find no special connection between your pirates and the pirates of a goat, you know, they have nothing to do with the goats; they belong to the agricultural interest. """,EAP
id17205,"It is no wonder, no doubt, that even a gang of bitches hurry to get home, when a wide river crosses small boats, when the storm is imminent and when night approaches.",EAP
