id,text,author
id20836,"Its facial aspect was also remarkable for its maturity; for, although he had shared the hearing of his mother and grandfather, his firm nose, precociously united to the expression of his large, dark, almost Latin eyes, gave him an air of near-age and intelligence. almost supernatural.",HPL
id11411,"Now, net work was not permanently attached to the hoop, but attached by a series of loops or flowing knots.",EAP
id08075,"It was not that the sounds were hideous, because they were not; but that they held vibrations which suggested nothing on this terrestrial globe, and that they took at certain intervals a symphonic quality which I could hardly conceive as produced by a single player.",HPL
id18925,"On each side was a desert of balconies, verandahs, minarets, shrines and oriels sculpted in a fantastic way.",EAP
id19925,"With what deep spirit of wonder and perplexity I looked at him from our bench far away in the gallery, as, with a solemn and slow step, he ascended the pulpit. This revered man, with such a cunning face, with robes so brilliant and so gloomy, with a wig so minutely powdered, so rigid and so vast, could he be the one who, lately, with a sour face and in sneaky clothes, administered, erase in hand, the draconian laws of the academy?",EAP
id01704,These bizarre attempts at explanation were followed by others as bizarre.,EAP
id10125,"For many wonders and signs had occurred, and far and wide, on the sea and the land, the black wings of the Pestilence were extended abroad.",EAP
id02448,"All that can be said so far is that pure gold can be manufactured at will, and very easily from lead, in connection with certain other substances, in nature and in proportions, unknown. Speculation, of course, is busy as to the immediate and ultimate results of this discovery, a discovery that few thinkers will hesitate to allude to an increased interest in the question of gold in general, by the latest developments in California; and this reflection inevitably brings to the other the excessive inappropriateness of von Kempelen's analysis.",EAP
id23451,"I seemed to be about to understand without being able to understand men, sometimes to find myself on the edge of memory without being able to finally remember.",EAP
id27907,"Our compass, depth gauges and other delicate instruments were ruined; so that henceforth our only estimate would be a conjecture, based on our watches, the calendar, and our apparent drift judged by the objects we could see through the portholes or from the turret.",HPL
id08121,"The young warriors brought them back to Sarnath as a symbol of conquest of the ancient gods and beings of Ib, and a sign of leadership at Mnar.",HPL
id15222,"Meanwhile, all the paradise of Arnheim bursts on the view.",EAP
id00764,"I was rich and young and I had a guardian appointed for me; and all around me would act as if I were one of their great society, while I must keep the secret that I really was cut off from them forever.",MWS
id00683,"We could see little by little the dim light, but they seemed to contain prophecies, detailed relations of events, but recently passed; names, now well known, but of modern date; and often exclamations of exultation or misfortune, of victory or defeat, were traced on their thin pages.",MWS
id11733,"Even now, they have spoken in their graves.",HPL
id03205,"Sheehan has mostly done investigations, but without getting any valuable information regarding Old Bugs.",HPL
id01948,"He cried aloud once, and a little later gave a gasp that was more terrible than a scream.",HPL
id22412,The old tracks crossed River Street at ground level and headed for a more and more rural area and with less and less of the odious fishy smell of Innsmouth.,HPL
id05258,"His soul overflowed with ardent affections, and his friendship was of that devoted and marvelous nature which the world wished to learn to seek only in the imagination.",MWS
id00144,"After the first departure, he replaced the fabric envelope around the portrait, as if to protect it from the sordidness of the place.",HPL
id19576,"""The current state of affairs at court, and especially the intrigues in which D is known, would render the immediate availability of the document likely to be produced at a given moment of almost equal importance to his possession.""",EAP
id01577,"Wilbur's growth was indeed phenomenal, because within three months of his birth, he had reached a muscle size and power that was not usually found in infants under one year old.",HPL
id01651,"As I stopped, I struggled to pick it up, whereupon a black opening was revealed, exhaling harmful vapors that spit out my torch and revealing, in the unsteady glare, the top of a stone staircase.",HPL
id27080,"It was mud and water, the sky was dark and the rain swept all the tracks as fast as possible; but they were beginning at Glen Maouth, where the trees had moved, they were still some horrible footprints as big as the ones they saw on Monday.",HPL
id20751,"The visits of Merrival to Windsor, before frequent, had suddenly stopped.",MWS
id21136,"However, it must not be supposed that the great Underduk has withstood this impertinence on the part of the little old man with impunity.",EAP
id10279,I do not need to tell you how much I was skeptical about the immortality of the soul.,EAP
id12683,"I have often compared myself to them, and finding that my chief superiority was power, I soon persuaded myself that it was only in power that I was inferior to the most potentates of the earth.",MWS
id19180,"And children of children, and children of newcomers, have grown up.",HPL
id02236,"Dr. Johnson, as I saw him, was a full and pure man, very ill, and neglected in appearance.",HPL
id11523,"Soon the murmur of the water fell gently on my ear and a few moments later, as I turned the road a little more sharply than before, I realized that any building was at the foot of a gentle slope just in front of me.",EAP
id22530,Ellison was remarkable in the continuing profusion of good gifts lavished on him by fortune.,EAP
id22197,"I was still going in the plane of the ellipse, but I was making little progress towards the east.",EAP
id24941,"It was useless to provide many things, for we should find abundant supplies in every city.",MWS
id15218,"They fly fast on the snow in their sleds; the movement is agreeable and, in my opinion, much more agreeable than that of an English diligence.",MWS
id02164,"I told him where he had gone and we followed the trail with boats; nets were sunk, but to no avail.",MWS
id17654,"I have indistinct memories of a great storm some time after I reached the boat; in any case, I know that I have heard thunders of thunder and other tones which nature pronounces only in its wildest states.",HPL
id20824,"It seemed that there was no one in the courtyard below, and I hoped there would be a chance to escape before the spread of a general alarm.",HPL
id21164,"Mein Gott do you take me for a chicken? ""No oh no,"" I replied, much alarmed, ""you're not chicken certainly not. """,EAP
id08820,"Perpetual fear had yellowed her complexion, and shriveled her whole person.",MWS
id17407,Sunset; the atmosphere was weakening and the evening star was no longer shining.,MWS
id05166,"The rain has stopped; the clouds have sunk behind the horizon; it was now evening, and the sun was rapidly descending the western sky.",MWS
id07779,"Nothing, however, occurred except for some hill sounds; and when the day came, there were many who hoped that the new horror had disappeared as quickly as it had come.",HPL
id14749,"The state rooms were spacious enough and each had two bunks, one above the other.",EAP
id10634,"It was getting dark, and the old roofs and chimneys on the outside looked very strange through the windows of the bulls.",HPL
id03555,"They were taken to various places in the southern counties, quartered in abandoned villages, some were sent back to their own island, while the winter season revived our energy, that the passes of the country were defended, and any increase in prohibited numbers.",MWS
id26727,"We did not suffer much from the cold, and the humidity of the atmosphere was most unpleasant; but enough space in the car allowed us to go to bed, and by means of coats and some blankets, we did quite well.",EAP
id06312,"I have dared, I have conquered them all, till now I have sold myself to death, on the sole condition that you are Swiss Fire, and war, and plague, united for your destruction. O my Raymond, there is no security for you. a heavy heart I listened to the changes of his delirium, I made him a bed of coats, his violence diminished and a moist dew stood on his forehead as the pallor of death succeeded the red fever, I placed on the capes.",MWS
id24464,"Again he seemed to be inside a house an old house, apparently, but the details and the inhabitants were constantly changing, and he could never be certain of faces or furniture, or even of the room, since the doors and the windows seemed in a state of flux as large as the most likely moving objects.",HPL
id18006,"This gentleman was dressed from head to toe in a richly embroidered black silk velvet cloth, casually wrapped around his form in the manner of a Spanish cloak.",EAP
id04459,"The pigeons seemed anxious to the extreme and struggled to escape; while the cat meowed pitifully, and, tongue hanging from his mouth, staggered in the car as if under the influence of poison.",EAP
id06749,"""And the windows?"" ""They were all gone.",HPL
id11062,"I gasped, I gasped for breath There could be no doubt about the design of my executioners oh the most relentless oh the most demonic of men I shrunk glowing metal in the center of the cell.",EAP
id01571,"With great difficulty I gained my feet, and with a dizzying glance I was at first struck by the idea that we were among the breakers; the swirl of the mountainous, foaming ocean in which we were engulfed was so formidable, beyond the wildest imagination.",EAP
id03152,The next morning I handed out my letters of introduction and visited some of the main teachers.,MWS
id06412,"Raymond does not finish either without drawing bright and vivid colors, the splendor of a kingdom, in opposition to the commercial spirit of republicanism.",MWS
id10155,"How this famous magazine can support its obviously huge expenses, is more than we can understand.",EAP
id24823,"In a week or two, he had obviously fainted, and after a few months he was barely noticeable to the naked eye.",HPL
id06377,"The stranger has learned about twenty words in the first lesson; most of them, in fact, were the ones I had previously understood, but I took advantage of others.",MWS
id01222,"Every people looked upon the struggle to come as what would be largely decisive; as in case of victory, the next step would be the siege of Constantinople by the Greeks.",MWS
id10142,"""But could not the cavity be detected by sounding?""",EAP
id08521,"My lieutenant, for example, is a man of tremendous courage and enterprise; he is madly desirous of glory, or rather, to say it better, of advancement in his profession.",MWS
id13267,"Within twenty-four hours, this machine near the table will produce waves acting on unrecognized sensory organs that exist in us as atrophied or rudimentary vestiges.",HPL
id06001,"""Everyone has the idea of ​​being at war with the other islanders in canoe, or as sacrifices to the gods of the sea, or snake bite or plague or galloping sickness, or something like that to the water, but simply looked for a change that is not a bit awful for a while.",HPL
id22877,The lips were of the usual marble pallor.,EAP
id02647,"""It's absolutely useless,"" said G.",EAP
id10154,"In front of them lay sparse grass and bushes of blueberries, and beyond them the bare rock of the rock and the thin crest of the dreaded gray cottage.",HPL
id22605,"To be near him, to be loved by him, to feel him again, was the limit of his desires.",MWS
id18034,"The sky was serene; and as I could not rest, I resolved to visit the spot where my poor William had been murdered.",MWS
id27266,"I say ""thing"" is it observed because they tell me Latin because it is rem.",EAP
id10676,"All that he said cast Cornelius Agrippa, Albertus Magnus, and Paracelsus, the lords of my imagination; but, by a fatality, the overthrow of these men discouraged me from continuing my accustomed studies.",MWS
id03833,"The ex-queen gives me Idris; Adrian is totally unable to succeed the county, and this county in my hands becomes a kingdom.",MWS
id16135,"The pupils, too, during the advent or the diminution of the light, underwent a contraction or a dilation, exactly as is observed in the feline tribe.",EAP
id19878,"""Keep the larger branch on this side,"" says Legrand.",EAP
id25019,"And, shivering for some time among the draperies of the room, he found himself at last at the sight of the surface of the brass door.",EAP
id18067,"Maternal affection had not made Idris selfish; At the beginning of our calamity, she devoted herself, with unthinking enthusiasm, to the care of the sick and the destitute.",MWS
id23088,"He came as a protective spirit to the poor girl, who confided in her care; and after the burial of his friend, he took her to Geneva and placed her under the protection of a relation.",MWS
id06172,"I was expecting an extravagant proposition and I fell silent for a moment, gathering my thoughts to better fight his whimsical project.",MWS
id08466,"Things had now taken on a really serious aspect, and I resolved to immediately call my private friend, Mr. Theodore Sinivate; because I knew that here, at least, I should get something like accurate information.",EAP
id02547,The system had its disadvantages and even its dangers.,EAP
id04451,"Everyone seemed inclined to shut up now, as if he had a secret fear.",HPL
id04853,They still appeared together in public and lived under the same roof.,MWS
id21482,"""But, my dear fellow, you are joking then,"" I say, ""it is a very passable skull, indeed, I can say that it is a very good skull, according to the vulgar notions of such specimens of physiology and of your beetle. . be the weirdest scarab in the world if he looks like him.",EAP
id03072,"I guess Gawd, I do not know what he wants nor what he's trying to dew.",HPL
id08617,"He started to respond with violence: ""Yes, yes, I hate you You're my scourge, my poison, my disgust Oh No"" And then his way changed, and fixing his eyes on me with an expression that convulsed every nerve and member of my frame ""you are none of that, you are my light, my only, my life.",MWS
id04159,"I shuddered, wondering why I did not reach the light and look down if I dared.",HPL
id18740,"The slow ravages of the disease are not pleasant to watch, but in my case, there was something more subtle and disconcerting in the background.",HPL
id11321,"As the count and his associates turned away from the modest home of the alchemists, the form of Charles the Sorcerer appeared through the trees.",HPL
id06564,"As I said, it happened when we were in medical school, where West had already made famous by his theories about the nature of death and the possibility of overcoming it artificially.",HPL
id01004,"Besides, Perdita was with him in his retirement; she saw the changing mood that followed this forced hilarity; she marked her troubled sleep, her irritable grief once she had seen her tears scarcely ceased to flow, since she had seen the big drops that the disappointed pride had amassed in her eye, but that pride could not dispel.",MWS
id09114,"I packed my chemical instruments and the materials I had collected, resolving to finish my work in a dark corner of the northern highlands of Scotland.",MWS
id27670,My friend's ideas can be summed up in a few words.,EAP
id15648,A specific point among the stars had a claim on him and called him.,HPL
id27679,I think I'll have to call them both.,EAP
id14878,"God knows what this world may have been, or where he has never seen the blasphemous forms that made him trot, trot and cross; but whatever the puzzling source of his images, one thing was clear.",HPL
id15083,"However, all these appearances have been given. I apologize to the scholars of future ages, to the Ashimah of the Syrians.",EAP
id24979,My skin was kissed by the sun; my step was firm with conscious power.,MWS
id20087,"It was in these shantytowns along Main Street that I would find the old Georgian churches, but they were all long abandoned.",HPL
id06500,"I believe, sir, that you forgot to pay for your brandy and your brandy.",EAP
id21174,"I started ahead and exclaimed, ""Naughty Before signing my death warrant, make sure you are safe.""",MWS
id23958,"Only his eyes remained intact, and they cast a gaze of propulsive and dilated incandescence that grew as the face around them charred and diminished.",HPL
id13881,"He decided to extract and condense all the glory, power and success that could have resulted from a long reign in the three years of his protectorate.",MWS
id01306,There was no publicity of taking this boat.,EAP
id15580,"Disconcerted, the searchers were looking for a conference with the superintendent, who ordered that long lengths of rope be brought to the pit, and spliced ​​and lowered without stopping until a bottom could be discovered.",HPL
id07787,"They had received orders that if I was still caught, I should be brought to the count; and his gentleness made them hope for a conclusion which they thought ill suited to my crime.",MWS
id13315,Then the skinny Nith noticed that no one had seen the old man or his wife since the night when the cats were gone.,HPL
id02772,"Six years had elapsed, they passed only a dream, but for an indelible trace, and I was in the same place where I had kissed my father for the last time before I left for Ingolstadt.",MWS
id19806,"""But the accumulations of Kidd were huge, it's well known.",EAP
id05293,"And as I watched, I saw the head rise, the black eyes, liquid and deep, sunk in terror, and the thin, shaded lips decaying like a cry too frightful to utter.",HPL
id17840,"And from their high summits, one by one, drop the eternal dew.",EAP
id10113,"I had now spent many hours in tears and sad meditation; it was past noon; everything was at peace in the house, and the soft air that flew at my window did not rustle the leaves of the plants that surrounded it.",MWS
id17270,"With the boy's traditionally receptive ears, I learned a lot; but a usual secret made me tell nobody of my information or my resolution.",HPL
id24267,"He did not understand these words himself, nor did he know why certain things made him feel certain emotions; but believed that some dream not mentioned must be responsible.",HPL
id21317,"Look, I'm crying: for more than two years I have never enjoyed a moment without anxiety.",MWS
id24125,"It is indeed demonstrated that every impulse given to the air must, in the end, impress every individual thing that exists in the universe; and the being of the infinite comprehension of the being that we imagined could trace the distant undulations of the impulse trace their ascendancy in their influences on all the particles of an ascending and eternal matter in their modifications of ancient forms or, in other words, in their creation again until it finds them finally reflected impressive from the throne of Divinity.",EAP
id02655,Justine was called for her defense.,MWS
id18911,"His commitment broken, Galpin moved east to start life again; but soon, Appletonians heard of his dismissal in disgrace from New York University, where he had obtained instruction in English.",HPL
id26487,"He had a narrow head, swollen blue eyes that never seemed to blink, a flat nose, a receding forehead and chin, and singularly undeveloped ears.",HPL
id05457,"It will be recalled that, at the first stage of my speculations on the possibility of a passage to the Moon, the existence, in its neighborhood, of an atmosphere, dense in proportion to the mass of the planet, had largely entered in my calculations, too, in spite of many contrary theories, and, it may be added, in spite of a general incredulity in the existence of any lunar atmosphere.",EAP
id07762,"My words flowed spontaneously, my statement was firm and fast.",MWS
id22890,"Only a very rare condition, of course, could cause such an extensive and radical anatomical change in an individual after changes in maturity involving bone factors as basic as the shape of the skull, but even this aspect was no more disconcerting and unheard of. . the visible features of the disease as a whole.",HPL
id12353,"In fleeing this accursed castle along the bog, I heard a new sound; common, but unlike anything I had heard before in Kilderry.",HPL
id05582,"He did not try to sail after the first daring flight, because the reaction had taken something away from his soul.",HPL
id21404,"A bear, once, trying to swim from Lofoden to Moskoe, was caught by the brook and fell, while he roared terribly, to be heard on the shore.",EAP
id14312,He obeyed his injunctions and spent a year in exile in Cumberland.,MWS
id18834,"He has returned to his past life, his success in Greece, his favor at home.",MWS
id06817,"The murderers, throwing in, would not fail to attach a weight.",EAP
id23484,"After each short, unavoidable sleep, I looked older, while my friend grew older with almost shocking speed.",HPL
id05876,"I look at the hands that performed the act; I think of the heart in which the imagination was conceived and longed for the moment when these hands would meet my eyes, when this imagination will no longer haunt my thoughts.",MWS
id22987,Horrible images were shaping me in the murky cloud hovering over the city; and my only relief came from the struggles I had made to come near the door.,MWS
id05449,"To reach him, he said, he would hover through the abyss of emptiness, burning all the obstacles that stood in his way.",HPL
id24399,"Pierre Moreau, a tobacconist, says that he has become accustomed to selling small quantities of tobacco and tobacco to Mrs. L'Espanaye for almost four years.",EAP
id11413,I accelerated my pace again.,EAP
id03950,"I resolved to escape from the scene of my misfortunes; but for me, hated and despised, every country must be so horrible.",MWS
id08447,"It was in the spirit of this wisdom that among the ancient Hebrews, it was believed that the gates of Heaven would inevitably be open to this sinner, or saint, who, with good lungs and implicit confidence, should shout the word "" Amen"". It was in the spirit of this wisdom that, when a great plague raged in Athens, and that all means had been vainly tried for its removal, Epimenides, as Laertius relates, in his second book of this philosopher, advised the erection of a sanctuary. and temple ""to the good God"". LYTTLETON BARRY.",EAP
id21568,"I am sure that he would never have thought of settling in Alexander the Great if he had known that in Alexander the Great there was, if I remember correctly, a gentleman named John Smith, who For many years he has quietly grown up publishing and publishing the ""Gazette of Alexander the Great"".",EAP
id25461,I will protect the first that I undertake to your charge.,MWS
id01207,"Miserable himself to make no other wretch, he must die.",MWS
id08041,The police heard a shot in the old Tillinghast house and found us dead Tillinghast and me unconscious.,HPL
id03570,It is even possible that the train of my ideas never received the fatal impulse that led to my ruin.,MWS
id09713,"I had not entered the military on my own, but rather as a natural result of the enlistment of the man whose indispensable assistant was the famous Boston surgeon, Dr. Herbert West.",HPL
id12320,"It was my last link to a chapter of life forever closed, and I appreciated it highly.",HPL
id18040,"The more I meditated on these, the more intense was the interest that had been excited in me.",EAP
id27756,"She has often repeated; but his confidence in the uniqueness of his affection was not troubled; and when they were together, without fear, she opened her heart with the greatest joy.",MWS
id15641,"For me, there was nothing grotesque in the bones and skeletons that sank some of the stone crypts into the foundations.",HPL
id11826,"He was full of thought and remained silent for a considerable part of our journey; Finally, he says, ""I must apologize to you for my abstraction, the truth is that Ryland's motion arrives at night, and I consider my answer.",MWS
id06472,"The Thing can not be described, there is no language for these abysses of screams and immemorial folly, these eldritch contradictions of all matter, force and cosmic order.",HPL
id04172,"To add to our dilemma, we found the pumps strangled and almost useless.",EAP
id23387,"By these means, for they were ignorant men, I found little difficulty in gaining them for my purpose.",EAP
id16818,"It was really crazy, and my uncle spoke almost shyly, as if half expecting not to be believed, when he declared that among the strange faces, many were undoubtedly the features of the Harris family .",HPL
id09068,"For three months, one night was not spent, during most of which I was not engaged, personally, in ransacking Hotel D.",EAP
id15774,"Raymond was not surprised that, thus situated, the artist had narrowed his opinion, but he did not change his resolution.",MWS
id17128,"He no longer desires the magic of the farther hills, nor sighs secrets that resemble the green reefs of a bottomless sea.",HPL
id08079,"But while I endured punishment and pain in their defense with the spirit of a hero, I claimed as reward their eulogy and obedience.",MWS
id10542,I have to gather my thoughts.,MWS
id21056,"Never imposing on anyone, I did not suffer anyone to play opossum with me.",EAP
id12080,"""Not so,"" I said, though I confess that my thoughts are not as agreeably busy as yours.",MWS
id10888,"Then, as I remained, paralyzed with fear, he found his voice and, in his dying breath, shouted those words that have always haunted my days and nights.",HPL
id23731,"""Of course, the English are not used to receiving foreigners so inhospitable.""",MWS
id23209,"They remained locked up for five months before the trial, which deprived them of their fortune and condemned them to a perpetual exile from their native country.",MWS
id25905,"they never stopped swimming in a river of this damned reef of Satan and more and more attic moorings rolled up, more noises were heard in the marshes than crap. There was nobody in there. . . .",HPL
id05110,"At Lawrence, he had been prominent in the simulated fraternity of ""Tappa Tappa Keg"", where he was the wildest and happiest of savage and happy young kings; but this immature and collegiate frivolity did not satisfy him.",HPL
id12871,"The limbs, with the exception of their black fur, resembled roughly the hind legs of the giant saurians of the prehistoric Earth; and ended with wavy vein pads that were neither hooves nor claws.",HPL
id04666,"These are my temptations, and they are enough to overcome any fear of danger or death and make me start this arduous journey with the joy that a child experiences when boarding a small boat, with his fellow travelers as a discovery expedition his native river.",MWS
id27629,"There were adequate bolts on the two side doors of the connecting rooms, and these I started to tie up.",HPL
id05317,"His assumption was that ""a well-educated boy, very thin and tall enough of his age, enough for him to be hidden in a drawer almost immediately beneath the chess board"" was playing chess and making all the changes in the game. automaton.",EAP
id20597,"Numerous benches and offices, black, old, worn out by time, piled desperately in large books, interspersed with initial letters, full names, grotesque figures and others, multiplied the efforts of the knife, as if to have entirely lost the little original form that could have been their portion for days.",EAP
id09853,"If manly courage and resistance can save us, we will be saved.",MWS
id09334,"The silver hair and the benevolent face of the old cottager have won my reverence, while the sweet ways of the girl have attracted my love.",MWS
id19728,I started by experiencing my body with suffering.,MWS
id25281,"But these nonsense, I must not stop at details.",EAP
id03036,"I only traveled at night, fearing to meet the face of a human being.",MWS
id12020,"Hardly had we found our senses, before the front end broke in shreds, we made a storm and we did quite well for a few hours, that the ship was heading towards the sea much more regularly than before .",EAP
id04949,The lower part of the other is hidden from view by the head of the bulky bed that is tight against it.,EAP
id09194,"Adrian had introduced into the metropolis systematic processes which, without being able to stop the progress of death, prevented further evils, vice and folly, from rendering even more terrible the dreadful fate of the hour.",MWS
id01172,"""At a quarter past eight, no longer able to breathe without the most unbearable pain, I immediately began to adjust the apparatus belonging to the condenser around the car.",EAP
id21956,"The professor had been struck on the way back from the Newport boat; suddenly falling, as the witnesses said, after being jostled by a sea-faced negro who came from one of the strangest black courts of the steep hillside that formed a shortcut from the waterfront to the house of the deceased in Williams Street.",HPL
id01830,"Suddenly, the wretch, animated by his last strength, raised his hideous head on the wet and hollow pavement.",HPL
id25698,"""Ha ha ha"" said this gentleman ""he he hi hi ho ho ho hu hu hu very good indeed You must not be surprised, my friend, our friend here is a wit a funny you do not have to understand it to the letter """,EAP
id22366,"It is true that I will not find the opportunity to transmit it to the world, but I will not fall to make the effort.",EAP
id17453,"I repeat that in landscaping, or collocations alone, the physical nature is likely to ""exaltation"" and that, therefore, its susceptibility to the improvement of this point was a mystery that I could not resolve until so.",EAP
id15797,"He also cut wood and began to repair the unused parts of his house, a large and spacious house with a roof whose back was entirely buried in the rocky hill and whose three least ruined rooms had always been sufficient for him and his family. girl.",HPL
id14132,"In the meantime, it was madness to cry or think.",EAP
id22533,"The extreme darkness of the scene, whose only light came from the fire under the cauldron, joined to a sort of mist that floated around it, rendered the supernatural forms of the witches obscure and obscure.",MWS
id25269,"Sheehan is the recognized center of Chicago's underground traffic in alcoholic beverages and narcotics, and as such has a certain dignity that extends even to the neglected attaches of the place; but there was until recently somebody who was beyond the reach of this dignity and who shared the misery and filth, but not the importance of Sheehan.",HPL
id06356,"Perhaps the gradation of his copy made it less easily perceptible; or, more probably, I owed my safety to the master of the copyist, who, disdaining the letter, which in a painting is all that the obtuse can see, gave only the spirit of his original for my individual contemplation and my grief.",EAP
id27761,It was perhaps an effect of such an environment that my mind soon acquired a shade of melancholy.,HPL
id04015,"""You should hear, though, what some of the elders are saying about the Black Reef off the coast of Devil Reef, they call it.",HPL
id08936,The prince had provided all the devices of pleasure.,EAP
id02672,"For a week, I fully enjoyed the joys of this carnal conviviality that I was not to describe, when the thing happened, and I was swept away in this house cursed with sorrow and monotony.",HPL
id01301,"He sees enough, I tell you, dude 'Corey That does not mean no good, a' I think all men have to party and 'do suthin'.",HPL
id11714,"No recognized school of sculpture had animated this terrible object, but centuries and even thousands of years seemed inscribed in its dark and greenish surface of irreplaceable stone.",HPL
id22514,"For a long time I did not dare to hope; but when her free breathing and the moisture that swept over her forehead were no longer signs of a deadly disease, I ventured to whisper the news of change to Idris, and finally persuaded her that I was telling the truth . .",MWS
id25671,"He understood, moreover, the true character, the august purposes, the supreme majesty, and the dignity of poetic feeling.",EAP
id27169,"Otherwise, there is no immortality for the man.",EAP
id07849,"I put the second floor, the third and fourth; and then I heard the furious vibrations of the chain.",EAP
id03066,"Overall, he has become a disconcerting and even horrible companion; however, in my gratitude for his healing I could not give him up to the strangers around him, and took care to dust off his room and take care of his needs every day, smothered in a heavy ulster that I bought especially for the purpose.",HPL
id19449,I wanted the love that had already filled her to overflow.,EAP
id15830,"It was a glimmer of that kind that was still playing on the old woman and the little hairy thing in those lighter, sharper dreams that foreshadowed her dive into unknown abysses, and the thought that a second person awake could see the luminance the dream was completely out of date. healthy harassment.",HPL
id26636,"My first thought was Perdita; to her I must return; I must support her, drawing food from despair that could best support her wounded heart; reminding her of the savage excesses of sorrow, the austere laws of duty, and the tender tenderness of regret.",MWS
id00037,"He possessed affinities not only with humanity, but all nature was like him; the mountains and the sky were his friends; the winds of heaven and the offspring of the earth his playmates; while he focused solely on this powerful mirror, felt his life mingle with the universe of existence.",MWS
id25376,Souls who do not take care of it let this event go on as one of the main clashes in a spasmodic war on alcohol.,HPL
id01019,"The rig was ill-fitting and very tense; and on the third day of the blow, about five o'clock in the afternoon, our mizzen mast, in a heavy lurch to the wind, passed the board.",EAP
id04152,"Alfred remained motionless before him, all his attention absorbed.",MWS
id19373,"Beyond that, the rusty railroad and Rowley Road started from flat, swampy ground, dotted with islands of taller, drier cropland.",HPL
id04861,"The registers and traditions of Williamson have been abundantly provided by my grandfather; but for Orne's material, I had to rely on my uncle Walter, who put at my disposal the contents of all his files, including notes, letters, cuttings, souvenirs, photographs and miniatures.",HPL
id17577,"A closer look, however, convinced me that it was meant for a child. """" Ha ha, ""I said,"" to be sure I do not have the right to laugh at you a million and a half money is too serious but you're not about to establish a third link in your chain, you will not find any special connection between your pirates and goat pirates, you know, have nothing to do with goats; they belong to the agricultural interest. """,EAP
id17205,"It is not surprising that even a bunch of Negroes are in a hurry to return home, when a large river must be crossed in small boats, when the storm threatens and when the night approaches.",EAP
id03307,"The connection of the two events had almost all that was palpable, that the real wonder would have been a failure of the population to appreciate and seize it.",EAP
id09691,"When I heard the fears that drove people out of Kilderry, I laughed as loudly as my friend had laughed, for these fears were of the vaguest, wildest, and most absurd character.",HPL
id23247,"Leave me; I am inexorable. """,MWS
id02698,I listened to my father in silence and remained for some time unable to answer.,MWS
id01371,"You hate me, but your horror can not match the one with which I consider myself.",MWS
id11720,"I had been, though without a definite reason, instinctively on my guard and it was to my advantage in the new and real crisis, no matter what it might be.",HPL
id06141,"I assured my boss that, if that was all, I was perfectly resigned to playing Thomas Hawk.",EAP
id03603,"A large bruise was found on the pit of the stomach, apparently produced by the pressure of a knee.",EAP
id20705,"Mem, he will answer too.",EAP
